transaction_id,amount,merchant_category,transaction_hour,customer_age,account_balance,is_foreign_transaction,is_weekend,num_transactions_today,is_fraud
TXN000068,4377.67,Online_Shopping,1,32,256.94,0,0,5,1
TXN000069,58.19,Fuel,20,46,26730.47,0,0,4,0
TXN000070,29.26,Online_Shopping,18,51,3488.76,0,1,5,0
TXN000071,115.86,Entertainment,10,32,19679.88,0,1,5,0
TXN000072,93.29,Restaurant,10,27,10864.97,0,0,7,0
TXN000073,62.99,Healthcare,7,37,19174.64,0,0,3,0
TXN000074,165.66,Fuel,9,23,5107.22,0,0,5,0
TXN000075,116.47,Entertainment,18,24,34736.47,0,0,7,0
TXN000076,223.28,Travel,11,50,14114.82,0,0,4,0
TXN000077,39.76,Healthcare,11,47,30061.38,0,0,7,0
TXN000078,29.65,Online_Shopping,12,56,55361.22,0,1,3,0
TXN000079,146.49,Grocery,15,32,57725.04,0,0,1,0
TXN000080,96.73,Online_Shopping,6,67,7187.37,0,0,5,0
TXN000081,11.1,Grocery,3,47,7763.53,0,0,5,0
TXN000082,20.05,Restaurant,5,35,15170.82,0,0,7,0
TXN000083,64.73,Online_Shopping,22,57,4133.32,0,0,5,0
TXN000084,183.02,Fuel,21,30,25029.18,0,0,5,0
TXN000085,392.93,Healthcare,20,26,6626.27,0,0,6,0
TXN000086,158.23,Online_Shopping,17,53,10035.03,0,0,6,0
TXN000087,321.71,Grocery,20,51,37511.88,0,0,6,0
TXN000088,161.3,Grocery,12,26,6361.8,0,1,6,0
TXN000089,326.39,Online_Shopping,16,48,8669.56,0,0,4,0
TXN000090,262.33,Fuel,11,37,37587.75,0,1,2,0
TXN000091,14.63,Entertainment,9,24,204623.99,0,0,5,0
TXN000092,15.92,Restaurant,2,49,16428.5,0,0,1,0
TXN000093,32.92,Entertainment,16,59,71232.72,0,0,1,0
TXN000094,87.3,Healthcare,8,54,17487.5,0,0,7,0
TXN000095,25.89,Grocery,13,49,17181.44,0,0,2,0
TXN000096,31.12,Healthcare,7,66,30194.17,0,0,5,0
TXN000097,621.63,Online_Shopping,19,34,1679.58,0,0,5,0
TXN000098,364.57,Grocery,19,63,15717.38,0,1,2,0
TXN000099,61.98,Grocery,15,65,2839.74,0,0,4,0
TXN000100,682.02,Grocery,4,59,21519.24,0,1,4,0
TXN000101,357.5,Grocery,6,21,5906.73,0,0,4,0
TXN000102,145.15,Fuel,14,67,3401.06,0,1,4,0
TXN000103,57.52,Grocery,11,33,8539.83,0,1,5,0
TXN000104,50.02,Restaurant,3,49,8908.18,0,0,4,0
TXN000105,32.43,Fuel,5,64,13730.87,0,1,7,0
TXN000106,26.63,Online_Shopping,8,66,8764.74,0,0,3,0
TXN000107,233.27,Restaurant,9,69,10270.02,0,0,1,0
TXN000108,995.17,Grocery,0,39,6735.72,0,1,3,0
TXN000109,91.55,Entertainment,4,43,5632.57,0,0,6,0
TXN000110,208.22,Restaurant,8,68,7032.79,0,1,1,0
TXN000111,91.44,Fuel,18,23,3437.2,0,1,5,0
TXN000112,15.01,Online_Shopping,16,53,18793.71,1,1,5,0
TXN000113,158.72,Online_Shopping,5,68,8047.35,0,0,2,0
TXN000114,22.84,Entertainment,10,63,39819.24,0,0,7,0
TXN000115,31.53,Online_Shopping,15,33,11715.49,0,0,5,0
TXN000116,144.31,Travel,10,67,35049.57,0,0,2,0
TXN000117,7.52,Online_Shopping,20,38,5684.25,0,0,3,0
TXN000118,38.71,Restaurant,16,31,61638.23,0,0,5,0
TXN000119,6.79,Restaurant,14,69,10054.44,1,0,7,0
TXN000120,38.64,Online_Shopping,5,40,13014.08,0,0,7,0
TXN000121,44.27,Online_Shopping,19,60,11947.49,0,0,1,0
TXN000122,835.46,Grocery,8,37,5848.15,0,0,4,0
TXN000123,65.08,Online_Shopping,18,39,7227.36,1,0,7,0
TXN000124,290.28,Online_Shopping,9,37,4056.68,0,1,5,0
TXN000125,48.27,Grocery,11,56,2482.21,0,1,3,0
TXN000126,70.96,Entertainment,12,30,4224.55,0,0,2,0
TXN000127,55.41,Online_Shopping,10,66,3980.32,1,1,2,0
TXN000128,38.95,Travel,16,50,11691.38,1,1,5,0
TXN000129,148.45,Fuel,15,44,3167.83,0,0,4,0
TXN000130,72.07,Entertainment,11,59,12819.61,0,0,4,0
TXN000131,165.12,Fuel,11,23,44196.03,0,0,5,0
TXN000132,162.3,Travel,21,42,21427.16,0,1,5,0
TXN000133,124.53,Online_Shopping,9,69,41104.08,0,0,1,0
TXN000134,63.96,Travel,7,30,6543.66,0,0,7,0
TXN000135,128.59,Grocery,20,41,3958.84,0,1,7,0
TXN000136,142.74,Grocery,8,60,6568.54,0,0,1,0
TXN000137,128.42,Online_Shopping,14,50,7954.71,0,0,2,0
TXN000138,124.17,Restaurant,15,48,18456.12,0,1,5,0
TXN000139,38.08,Online_Shopping,10,60,20397.49,0,0,4,0
TXN000140,54.13,Travel,20,63,24143.52,0,0,6,0
TXN000141,221.92,Healthcare,10,45,4118.94,0,0,4,0
TXN000142,34.74,Travel,9,31,5687.76,0,0,5,0
TXN000143,107.04,Grocery,9,62,4106.37,0,1,6,0
TXN000144,25.3,Online_Shopping,10,24,8455.64,0,0,7,0
TXN000145,12.35,Online_Shopping,9,56,9071.72,0,0,3,0
TXN000146,153.05,Restaurant,16,40,10365.89,0,0,2,0
TXN000147,21.57,Grocery,10,65,11307.01,0,0,7,0
TXN000148,51.35,Grocery,14,27,9598.57,0,0,7,0
TXN000149,276.22,Fuel,17,53,52437.17,0,1,5,0
TXN000150,24.45,Fuel,15,45,5859.21,0,1,5,0
TXN000151,245.82,Online_Shopping,20,63,27245.56,1,0,4,0
TXN000152,240.03,Restaurant,12,29,11049.82,0,0,7,0
TXN000153,77.6,Grocery,23,29,9669.43,0,0,1,0
TXN000154,200.02,Restaurant,8,37,4565.94,0,0,2,0
TXN000155,214.64,Restaurant,15,45,70502.54,0,0,6,0
TXN000156,23.32,Grocery,2,40,16665.91,0,1,2,0
TXN000157,27.81,Travel,13,68,82398.75,0,0,3,0
TXN000158,831.09,Healthcare,18,64,12049.86,0,1,7,0
TXN000159,18.49,Restaurant,5,31,25989.14,0,0,3,0
TXN000160,39.51,Fuel,18,69,8635.63,0,1,2,0
TXN000161,63.43,Entertainment,10,40,15242.58,0,0,6,0
TXN000162,27.59,Healthcare,18,36,37655.6,0,0,6,0
TXN000163,35.49,Restaurant,13,30,18791.95,0,1,1,0
TXN000164,158.72,Grocery,8,35,2079.04,0,1,2,0
TXN000165,76.62,Grocery,13,65,3534.06,0,0,4,0
TXN000166,865.6,Restaurant,16,26,11098.02,0,1,4,0
TXN000167,69.39,Travel,16,36,81381.89,0,0,2,0
TXN000168,23.39,Online_Shopping,14,44,23084.99,0,0,6,0
TXN000169,5.14,Online_Shopping,21,47,78699.9,0,0,3,0
TXN000170,8.46,Restaurant,15,64,6763.13,0,1,3,0
TXN000171,39.71,Travel,15,38,4193.06,0,0,7,0
TXN000172,175.99,Grocery,15,48,9450.52,0,0,5,0
TXN000173,937.98,Healthcare,10,31,54684.34,0,0,4,0
TXN000174,205.39,Travel,13,21,59542.19,0,0,4,0
TXN000175,167.87,Healthcare,19,60,54698.6,0,0,3,0
TXN000176,87.79,Fuel,23,63,12480.58,0,0,2,0
TXN000177,207.99,Healthcare,15,22,3496.32,0,0,6,0
TXN000178,14.1,Healthcare,22,56,5237.07,0,1,7,0
TXN000179,29.29,Restaurant,8,25,7895.82,0,1,2,0
TXN000180,165.15,Restaurant,10,48,94921.99,0,0,5,0
TXN000181,32.42,Grocery,14,34,26639.66,0,0,5,0
TXN000182,38.54,Online_Shopping,9,65,3843.2,0,1,6,0
TXN000183,43.61,Fuel,16,58,24087.98,0,0,4,0
TXN000184,150.69,Online_Shopping,11,38,5785.33,1,0,4,0
TXN000185,43.71,Online_Shopping,17,33,15088.41,0,0,1,0
TXN000186,186.78,Restaurant,13,29,72114.18,0,0,3,0
TXN000187,158.5,Healthcare,8,39,14972.55,0,0,4,0
TXN000188,421.43,Online_Shopping,15,41,2622.4,0,0,1,0
TXN000189,232.4,Online_Shopping,15,45,8394.48,0,0,5,0
TXN000190,145.32,Restaurant,21,44,21357.93,0,0,5,0
TXN000191,73.47,Grocery,10,21,18039.72,0,0,3,0
TXN000192,48.63,Grocery,9,59,20398.12,0,1,1,0
TXN000193,274.59,Restaurant,16,47,13281.86,1,1,2,0
TXN000194,52.46,Grocery,6,31,6629.27,0,0,3,0
TXN000195,38.98,Online_Shopping,15,56,10148.62,1,0,7,0
TXN000196,54.55,Grocery,2,50,12655.09,0,1,1,0
TXN000197,98.61,Restaurant,16,66,6920.67,0,0,1,0
TXN000198,43.48,Online_Shopping,10,39,154350.26,0,1,1,0
TXN000199,104.98,Restaurant,21,56,21686.99,0,0,3,0
TXN000200,302.28,Fuel,7,50,132440.63,0,1,4,0
TXN000201,32.6,Travel,16,43,17511.71,0,1,6,0
TXN000202,59.59,Grocery,15,23,8905.21,0,0,7,0
TXN000203,228.05,Healthcare,20,67,25625.93,0,0,1,0
TXN000204,181.89,Restaurant,18,45,13358.23,0,0,7,0
TXN000205,49.96,Grocery,21,23,3323.4,0,0,1,0
TXN000206,24.59,Restaurant,14,40,15412.77,0,0,5,0
TXN000207,64.45,Online_Shopping,9,31,6938.04,1,0,5,0
TXN000208,101.41,Fuel,18,65,11829.13,0,0,1,0
TXN000209,1998.77,Fuel,11,49,47418.3,0,0,1,0
TXN000210,336.48,Grocery,6,58,10076.86,0,1,2,0
TXN000211,7.92,Travel,18,45,16157.92,0,0,5,0
TXN000212,73.0,Online_Shopping,10,54,22006.31,0,1,5,0
TXN000213,223.94,Fuel,6,38,52194.69,0,0,6,0
TXN000214,12136.03,Entertainment,1,29,4874.56,1,0,18,1
TXN000215,139.91,Travel,16,22,5241.3,0,0,1,0
TXN000216,81.51,Grocery,17,54,8188.47,0,1,7,0
TXN000217,21.07,Grocery,19,38,42701.51,0,0,5,0
TXN000218,80.94,Grocery,11,32,6405.17,0,0,4,0
TXN000219,63.53,Grocery,7,31,58688.39,0,1,7,0
TXN000220,135.75,Grocery,9,34,2016.07,1,0,1,0
TXN000221,52.59,Grocery,17,48,34276.54,0,1,3,0
TXN000222,227.67,Restaurant,10,28,1453.14,1,1,7,0
TXN000223,52.67,Online_Shopping,10,38,99344.82,0,0,1,0
TXN000224,35.73,Online_Shopping,23,49,10899.09,0,1,7,0
TXN000225,71.89,Healthcare,19,55,35699.57,0,0,4,0
TXN000226,5.13,Travel,9,64,11304.7,0,0,1,0
TXN000227,86.52,Online_Shopping,15,69,33887.79,0,0,4,0
TXN000228,186.97,Online_Shopping,11,49,27252.5,0,0,3,0
TXN000229,1375.98,Online_Shopping,9,34,10110.63,0,0,2,0
TXN000230,42.79,Fuel,9,36,50098.73,0,0,6,0
TXN000231,178.35,Travel,15,46,3557.45,0,0,4,0
TXN000232,579.05,Fuel,15,35,4285.82,0,1,1,0
TXN000233,27.36,Grocery,17,60,25128.57,0,0,1,0
TXN000234,68.84,Fuel,3,34,59490.49,0,0,1,0
TXN000235,111.21,Healthcare,14,28,17490.67,0,1,7,0
TXN000236,309.61,Travel,19,24,27873.89,1,0,2,0
TXN000237,255.72,Restaurant,9,25,11313.2,0,0,6,0
TXN000238,223.22,Healthcare,13,29,7002.28,0,0,2,0
TXN000239,105.13,Restaurant,14,22,10832.71,0,0,4,0
TXN000240,124.09,Fuel,12,51,46311.69,0,1,3,0
TXN000241,711.72,Fuel,9,21,18117.84,0,0,7,0
TXN000242,40.05,Grocery,8,34,11019.38,0,1,7,0
TXN000243,69.16,Healthcare,9,27,5469.63,0,0,7,0
TXN000244,48.67,Travel,13,65,15186.95,0,0,6,0
TXN000245,12.98,Grocery,9,22,10137.13,0,0,2,0
TXN000246,530.08,Online_Shopping,17,23,165882.49,0,0,2,0
TXN000247,17.12,Online_Shopping,14,26,15977.24,0,0,3,0
TXN000248,19.62,Restaurant,17,51,24282.46,0,0,7,0
TXN000249,312.95,Travel,11,63,14546.8,0,0,3,0
TXN000250,32.63,Grocery,6,40,2149.77,0,1,3,0
TXN000251,250.64,Entertainment,15,62,53412.37,0,0,3,0
TXN000252,38.77,Online_Shopping,15,59,15021.16,0,1,7,0
TXN000253,127.81,Entertainment,8,29,13242.26,0,1,3,0
TXN000254,727.15,Grocery,8,21,7296.99,0,0,4,0
TXN000255,174.56,Healthcare,15,39,2909.13,0,0,2,0
TXN000256,48.87,Healthcare,14,45,28258.52,0,0,5,0
TXN000257,28.1,Travel,16,65,3372.26,0,0,4,0
TXN000258,153.86,Travel,8,24,21030.56,0,0,1,0
TXN000259,79.15,Healthcare,2,27,76746.85,0,0,4,0
TXN000260,82.2,Fuel,10,67,117781.17,0,0,1,0
TXN000261,66.19,Healthcare,0,41,21140.72,0,1,7,0
TXN000262,109.16,Fuel,10,58,13006.86,1,0,5,0
TXN000263,29.15,Restaurant,14,43,8753.29,0,0,7,0
TXN000264,26.17,Online_Shopping,18,47,6181.59,0,1,3,0
TXN000265,15.99,Restaurant,15,45,7529.11,0,0,1,0
TXN000266,16.06,Fuel,18,62,18459.69,0,0,3,0
TXN000267,7.49,Online_Shopping,5,62,105866.79,0,1,7,0
TXN000268,99.42,Fuel,16,42,28564.4,0,0,3,0
TXN000269,140.9,Fuel,19,45,28493.14,0,0,1,0
TXN000270,4.91,Restaurant,13,23,34104.08,0,1,1,0
TXN000271,584.38,Fuel,10,64,38538.03,0,1,7,0
TXN000272,264.05,Online_Shopping,15,24,12213.8,0,0,1,0
TXN000273,9.58,Grocery,14,65,39363.99,0,1,4,0
TXN000274,690.32,Restaurant,6,56,108258.6,0,0,2,0
TXN000275,24.6,Grocery,10,64,14820.32,1,1,4,0
TXN000276,27.82,Online_Shopping,8,63,27389.9,0,0,6,0
TXN000277,18.62,Healthcare,23,48,1721.81,0,0,7,0
TXN000278,266.33,Travel,22,25,26062.98,0,0,5,0
TXN000279,30.15,Restaurant,18,21,21064.16,0,1,6,0
TXN000280,333.8,Travel,18,56,5315.84,1,0,1,0
TXN000281,182.65,Entertainment,9,55,19908.51,0,0,3,0
TXN000282,47.67,Healthcare,5,34,2831.58,0,1,5,0
TXN000283,86.36,Entertainment,14,43,15397.75,0,1,7,0
TXN000284,360.65,Online_Shopping,8,52,8695.1,0,0,1,0
TXN000285,11.16,Online_Shopping,5,29,10073.2,0,0,4,0
TXN000286,139.62,Restaurant,17,69,45550.27,0,0,6,0
TXN000287,42.4,Online_Shopping,1,40,22098.56,0,1,3,0
TXN000288,262.73,Fuel,12,38,31952.78,0,1,6,0
TXN000289,136.97,Online_Shopping,15,34,21169.88,0,1,4,0
TXN000290,280.07,Restaurant,6,53,7727.98,0,0,3,0
TXN000291,90.82,Travel,12,26,10695.79,0,0,7,0
TXN000292,94.28,Grocery,9,58,13990.61,0,0,2,0
TXN000293,28.1,Entertainment,6,59,9047.07,0,0,4,0
TXN000294,33.31,Travel,7,59,29282.2,0,0,1,0
TXN000295,55.38,Grocery,17,22,39247.39,0,0,4,0
TXN000296,88.28,Entertainment,18,47,6254.6,0,1,7,0
TXN000297,52.93,Restaurant,17,40,18465.54,0,0,2,0
TXN000298,14.31,Healthcare,6,43,5691.79,0,1,6,0
TXN000299,572.8,Grocery,21,22,10169.6,0,0,2,0
TXN000300,516.32,Grocery,6,63,1420.16,0,1,6,0
TXN000301,375.97,Grocery,13,43,3036.48,0,0,2,0
TXN000302,61.12,Restaurant,12,46,28145.74,0,0,5,0
TXN000303,158.82,Entertainment,17,21,6808.79,0,0,6,0
TXN000304,162.34,Restaurant,14,30,32783.43,0,1,3,0
TXN000305,122.62,Travel,9,60,23884.68,0,0,3,0
TXN000306,210.28,Travel,18,52,5247.47,0,0,7,0
TXN000307,86.58,Entertainment,18,68,9815.12,0,0,3,0
TXN000308,149.32,Grocery,7,34,23974.83,0,0,1,0
TXN000309,82.61,Healthcare,20,26,6848.65,0,0,6,0
TXN000310,228.18,Entertainment,18,35,51485.93,0,0,6,0
TXN000311,30.3,Online_Shopping,7,33,5491.54,0,0,4,0
TXN000312,15.87,Online_Shopping,18,31,8725.29,0,1,1,0
TXN000313,663.01,Fuel,13,25,4823.16,0,1,6,0
TXN000314,443.1,Fuel,18,30,15709.98,0,0,3,0
TXN000315,452.37,Healthcare,2,62,19990.84,0,1,7,0
TXN000316,147.07,Online_Shopping,8,64,7242.86,0,0,5,0
TXN000317,34.3,Travel,7,57,12430.42,0,0,4,0
TXN000318,145.02,Travel,12,56,30032.86,0,0,1,0
TXN000319,7.7,Grocery,20,64,8588.3,0,1,2,0
TXN000320,79.25,Grocery,10,62,30067.31,0,0,3,0
TXN000321,35.62,Healthcare,7,58,36553.96,0,1,2,0
TXN000322,50.5,Restaurant,9,21,7756.35,0,0,7,0
TXN000323,18.45,Grocery,9,62,21064.85,0,0,2,0
TXN000324,1819.9,Online_Shopping,9,45,2747.79,0,1,3,0
TXN000325,456.4,Restaurant,10,22,19433.21,0,0,2,0
TXN000326,14.96,Grocery,13,56,1742.07,0,0,1,0
TXN000327,67.24,Online_Shopping,3,67,8931.66,0,0,2,0
TXN000328,39.81,Fuel,14,68,4469.48,0,0,7,0
TXN000329,37.72,Restaurant,18,28,6636.58,0,0,5,0
TXN000330,167.6,Healthcare,14,30,8592.63,0,0,4,0
TXN000331,180.47,Online_Shopping,23,61,40905.26,0,0,7,0
TXN000332,189.17,Restaurant,22,56,19282.57,0,1,2,0
TXN000333,36.52,Grocery,11,33,11712.35,0,0,7,0
TXN000334,49.9,Fuel,20,53,1957.99,0,0,6,0
TXN000335,422.47,Online_Shopping,12,60,9786.7,1,0,6,0
TXN000336,69.0,Online_Shopping,11,52,100117.14,0,0,4,0
TXN000337,8.41,Restaurant,13,30,56129.05,0,0,2,0
TXN000338,157.13,Travel,14,34,29670.91,0,1,2,0
TXN000339,122.62,Restaurant,5,36,2253.18,0,0,3,0
TXN000340,124.14,Restaurant,11,33,48200.36,0,0,3,0
TXN000341,26.09,Fuel,12,29,4056.71,1,0,5,0
TXN000342,48.31,Restaurant,19,41,13958.83,1,0,2,0
TXN000343,84.79,Online_Shopping,4,54,13701.88,0,0,3,0
TXN000344,218.75,Restaurant,7,69,42907.52,0,0,6,0
TXN000345,14.35,Online_Shopping,19,46,21306.43,0,0,6,0
TXN000346,104.29,Fuel,10,63,11255.19,0,0,2,0
TXN000347,92.14,Entertainment,15,27,11273.77,0,0,7,0
TXN000348,148.08,Grocery,14,21,9809.21,0,0,5,0
TXN000349,367.01,Online_Shopping,8,51,24663.96,0,1,1,0
TXN000350,69.62,Entertainment,9,21,311098.89,0,0,2,0
TXN000351,140.78,Travel,15,69,10768.31,0,0,6,0
TXN000352,513.48,Grocery,19,60,63394.09,1,0,6,0
TXN000353,281.61,Grocery,11,31,20814.33,1,0,3,0
TXN000354,116.26,Healthcare,13,59,15875.18,1,1,4,0
TXN000355,76.94,Restaurant,7,59,6126.44,0,0,5,0
TXN000356,424.66,Online_Shopping,5,23,45938.3,0,0,3,0
TXN000357,58.88,Online_Shopping,16,68,33881.29,1,1,7,0
TXN000358,24.12,Travel,22,58,6598.62,0,0,2,0
TXN000359,94.96,Online_Shopping,16,49,8855.54,0,0,5,0
TXN000360,20.03,Online_Shopping,5,26,13408.5,0,0,6,0
TXN000361,982.27,Entertainment,18,37,59911.12,0,1,4,0
TXN000362,70.52,Grocery,3,58,16675.61,0,1,2,0
TXN000363,16.99,Restaurant,12,35,7755.17,0,0,2,0
TXN000364,476.47,Travel,23,50,6289.63,0,0,4,0
TXN000365,38.42,Fuel,14,24,24065.86,0,0,5,0
TXN000366,463.42,Entertainment,1,34,21639.75,0,0,3,0
TXN000367,1403.25,Online_Shopping,23,61,5861.88,0,1,3,0
TXN000368,59.78,Fuel,15,52,6456.76,0,0,1,0
TXN000369,1917.57,Grocery,11,62,18197.36,0,1,5,0
TXN000370,112.24,Travel,14,31,21826.0,0,0,7,0
TXN000371,200.74,Grocery,18,43,1367.14,0,0,7,0
TXN000372,152.47,Entertainment,17,33,7683.33,0,0,1,0
TXN000373,78.3,Travel,15,41,8170.31,0,1,6,0
TXN000374,374.07,Grocery,11,50,108783.47,0,0,1,0
TXN000375,47.35,Online_Shopping,15,33,61711.52,0,1,2,0
TXN000376,191.18,Grocery,12,24,12288.76,0,0,4,0
TXN000377,34.63,Travel,11,37,16757.69,0,1,1,0
TXN000378,58.35,Grocery,19,56,6917.03,0,0,4,0
TXN000379,318.55,Grocery,19,55,6237.47,0,0,7,0
TXN000380,86.25,Fuel,12,55,928.86,0,0,6,0
TXN000381,74.56,Online_Shopping,18,55,8243.71,0,0,3,0
TXN000382,98.3,Entertainment,14,49,3401.89,0,1,1,0
TXN000383,163.96,Online_Shopping,5,38,6536.41,0,1,5,0
TXN000384,1100.21,Healthcare,20,52,5425.68,0,0,5,0
TXN000385,141.02,Fuel,13,56,16265.4,0,1,4,0
TXN000386,143.05,Grocery,13,42,12634.59,0,1,3,0
TXN000387,22.41,Restaurant,8,65,34217.04,0,0,3,0
TXN000388,141.98,Fuel,12,64,5794.51,0,0,2,0
TXN000389,329.0,Grocery,2,24,17490.02,0,0,2,0
TXN000390,356.28,Restaurant,7,23,61341.72,0,0,5,0
TXN000391,113.43,Online_Shopping,8,57,32461.59,0,0,1,0
TXN000392,100.6,Travel,17,65,5240.33,0,0,5,0
TXN000393,92.48,Grocery,17,24,15751.39,0,0,1,0
TXN000394,112.35,Online_Shopping,15,24,11163.4,0,1,3,0
TXN000395,100.42,Online_Shopping,12,45,22873.65,0,0,6,0
TXN000396,157.83,Grocery,18,60,4859.48,0,1,1,0
TXN000397,400.81,Travel,9,36,42223.34,0,0,7,0
TXN000398,345.58,Restaurant,6,29,13219.6,0,0,6,0
TXN000399,37.28,Grocery,11,66,10267.38,0,1,2,0
TXN000400,11.36,Grocery,9,66,28578.52,0,0,1,0
TXN000401,47.15,Fuel,11,32,15354.36,0,0,2,0
TXN000402,86.3,Online_Shopping,8,40,8719.95,0,0,3,0
TXN000403,62.09,Online_Shopping,21,35,4793.3,0,0,5,0
TXN000404,200.92,Restaurant,16,35,35932.46,0,1,1,0
TXN000405,198.61,Grocery,13,41,1886.47,0,0,1,0
TXN000406,142.35,Online_Shopping,10,38,26213.42,0,1,3,0
TXN000407,75.44,Travel,13,26,24563.22,0,0,3,0
TXN000408,7.5,Grocery,10,27,10335.76,0,0,7,0
TXN000409,3.33,Fuel,16,53,4985.89,0,0,6,0
TXN000410,39.94,Restaurant,9,46,12415.24,0,0,1,0
TXN000411,11.11,Online_Shopping,11,25,17772.43,0,0,5,0
TXN000412,93.59,Restaurant,16,38,10990.92,0,0,2,0
TXN000413,66.8,Grocery,22,32,22512.38,0,1,4,0
TXN000414,32.7,Healthcare,2,64,13691.7,0,1,6,0
TXN000415,8069.19,Travel,2,48,1366.71,0,1,11,1
TXN000416,158.49,Restaurant,10,36,3238.15,0,0,3,0
TXN000417,26.33,Grocery,18,29,30931.74,0,0,7,0
TXN000418,164.66,Grocery,21,21,8433.03,1,1,5,0
TXN000419,1048.15,Online_Shopping,9,66,33977.57,0,0,1,0
TXN000420,1276.05,Fuel,11,41,9864.27,0,1,3,0
TXN000421,321.23,Fuel,9,58,16098.11,0,1,4,0
