X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,X79,Y79,X80,Y80,X81,Y81,X82,Y82,X83,Y83,X84,Y84,X85,Y85,X86,Y86,X87,Y87,X88,Y88,X89,Y89,X90,Y90,X91,Y91,X92,Y92,X93,Y93,X94,Y94,X95,Y95,X96,Y96,X97,Y97,X98,Y98,X99,Y99,X100,Y100,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99,Power100,qW,Total_Power
200,0,146.11,37.5,89.71,74.88,32.37,112.12,600,0,546.11,37.5,489.71,74.88,432.37,112.12,800,0,746.11,37.5,689.71,74.88,632.37,112.12,1000,0,946.11,37.5,889.71,74.88,832.37,112.12,1400,0,1346.11,37.5,1289.71,74.88,1232.37,112.12,400,200,346.11,237.5,289.71,274.88,232.37,312.12,600,200,546.11,237.5,489.71,274.88,432.37,312.12,800,200,746.11,237.5,689.71,274.88,632.37,312.12,1200,200,1146.11,237.5,1089.71,274.88,1032.37,312.12,1400,200,1346.11,237.5,1289.71,274.88,1232.37,312.12,200,400,146.11,437.5,89.71,474.88,32.37,512.12,600,400,546.11,437.5,489.71,474.88,432.37,512.12,1200,400,1146.11,437.5,1089.71,474.88,1032.37,512.12,200,600,146.11,637.5,89.71,674.88,32.37,712.12,1200,600,1146.11,637.5,1089.71,674.88,1032.37,712.12,400,800,346.11,837.5,289.71,874.88,232.37,912.12,600,800,546.11,837.5,489.71,874.88,432.37,912.12,1000,800,946.11,837.5,889.71,874.88,832.37,912.12,1400,800,1346.11,837.5,1289.71,874.88,1232.37,912.12,400,1000,346.11,1037.5,289.71,1074.88,232.37,1112.12,800,1000,746.11,1037.5,689.71,1074.88,632.37,1112.12,200,1200,146.11,1237.5,89.71,1274.88,32.37,1312.12,600,1200,546.11,1237.5,489.71,1274.88,432.37,1312.12,1000,1200,946.11,1237.5,889.71,1274.88,832.37,1312.12,1400,1200,1346.11,1237.5,1289.71,1274.88,1232.37,1312.12,38167.41,39607.97,40912.78,41613.31,40039.53,40945.72,42851.18,42525.18,46010.86,47487.62,49220.04,47440.1,56566.46,54517.42,55077.33,54312.94,97989.9,89967.21,80683.76,73181.86,42967.35,45371.87,48585.54,50723.34,49535.64,52434.99,53136.15,49794.3,57384.18,59784.9,61281.25,63515.6,72431.26,72686.23,68306.74,60528.22,98592.61,100141.67,99418.74,93854.6,51579.23,48303.18,45930.27,44303.06,63722.38,63303.83,60567.16,57805.14,88217.93,79374.13,66594.76,60393.03,48680.12,49930.09,54410.4,59877.71,78296.27,74143.42,76141.2,75355.79,54057.82,58445.58,61714.83,62728.37,64195.58,66605.36,67875.1,70284.53,81356.27,84872.58,82076.84,78611.33,98793.3,99680.74,94633.33,86944.2,74284.21,79663.82,84267.91,87585.47,76472.54,78221.15,83358.39,87378.83,97569.88,101975.32,102309.77,100338.33,96911.6,102128.17,101650.73,99889.41,96170.92,102108.63,101321,99395.56,98754.1,101422.68,100908.64,98817.14,0.74,7092302.86
200,0,146.03,37.43,89.84,74.9,32.35,112.11,800,0,746.03,37.43,689.84,74.9,632.35,112.11,1200,0,1146.03,37.43,1089.84,74.9,1032.35,112.11,1250,0,1300,0,1350,0,1400,0,1000,200,946.03,237.43,889.84,274.9,832.35,312.11,1400,200,1346.03,237.43,1289.84,274.9,1232.35,312.11,200,400,146.03,437.43,89.84,474.9,32.35,512.11,400,400,346.03,437.43,289.84,474.9,232.35,512.11,1400,400,1346.03,437.43,1289.84,474.9,1232.35,512.11,200,600,146.03,637.43,89.84,674.9,32.35,712.11,600,600,546.03,637.43,489.84,674.9,432.35,712.11,650,600,700,600,750,600,800,600,850,600,900,600,950,600,1000,600,1400,600,1346.03,637.43,1289.84,674.9,1232.35,712.11,200,800,146.03,837.43,89.84,874.9,32.35,912.11,1200,800,1146.03,837.43,1089.84,874.9,1032.35,912.11,1400,800,1346.03,837.43,1289.84,874.9,1232.35,912.11,400,1000,346.03,1037.43,289.84,1074.9,232.35,1112.11,600,1000,546.03,1037.43,489.84,1074.9,432.35,1112.11,800,1000,746.03,1037.43,689.84,1074.9,632.35,1112.11,1200,1000,1146.03,1037.43,1089.84,1074.9,1032.35,1112.11,200,1200,146.03,1237.43,89.84,1274.9,32.35,1312.11,400,1200,346.03,1237.43,289.84,1274.9,232.35,1312.11,600,1200,546.03,1237.43,489.84,1274.9,432.35,1312.11,800,1200,746.03,1237.43,689.84,1274.9,632.35,1312.11,46063.99,44763.01,43400.19,40582.83,50396.02,49683.22,49673.23,49170.26,64940.63,67154.06,60946.24,57845.02,68258.27,73975.34,81253.34,97250.48,60756.76,62691.37,59788.34,56278.86,97998.26,89089.19,76478.19,64120.68,43291.79,43945.34,43656.3,41621.67,51424.06,52637.33,54198.23,53188.94,98487.36,90325.56,77936.47,66508.55,52176.25,48359.59,46468.33,44428.88,68645.58,74524.58,68043.59,61686.26,69253.14,69570.96,68614.95,66879.11,63016.02,60233.24,59402.22,62403.65,98714.51,91934.05,82545.29,74675.01,50068.61,51858.17,55057.74,58802.47,75034.73,78529.57,79398.35,76790.03,99122.72,101608.87,101364.76,98521.74,54325.9,58514.37,64810.39,68060.47,62984.32,63991.82,67265.73,68392.64,96090.72,92308.15,82789.62,76257,99072.22,101417.64,100913.03,99434.75,76015.31,88879.35,97941.53,101151.19,75866.71,87855.71,99431.22,100652.67,76797.67,88684.6,98858.6,100524.33,99286.76,101804.93,101108.39,99675.45,0.75,7238675.57
400,0,346.08,37.55,289.91,75.04,232.43,112.35,400,200,346.08,237.55,289.91,275.04,232.43,312.35,1000,200,946.08,237.55,889.91,275.04,832.43,312.35,1200,200,1146.08,237.55,1089.91,275.04,1032.43,312.35,1400,200,1346.08,237.55,1289.91,275.04,1232.43,312.35,200,400,146.08,437.55,89.91,475.04,32.43,512.35,400,400,346.08,437.55,289.91,475.04,232.43,512.35,600,400,546.08,437.55,489.91,475.04,432.43,512.35,1000,400,946.08,437.55,889.91,475.04,832.43,512.35,1200,400,1146.08,437.55,1089.91,475.04,1032.43,512.35,1400,400,1346.08,437.55,1289.91,475.04,1232.43,512.35,200,600,146.08,637.55,89.91,675.04,32.43,712.35,400,600,346.08,637.55,289.91,675.04,232.43,712.35,600,600,546.08,637.55,489.91,675.04,432.43,712.35,1400,600,1346.08,637.55,1289.91,675.04,1232.43,712.35,800,800,746.08,837.55,689.91,875.04,632.43,912.35,1000,800,946.08,837.55,889.91,875.04,832.43,912.35,1400,800,1346.08,837.55,1289.91,875.04,1232.43,912.35,200,1000,146.08,1037.55,89.91,1075.04,32.43,1112.35,400,1000,346.08,1037.55,289.91,1075.04,232.43,1112.35,1400,1000,1346.08,1037.55,1289.91,1075.04,1232.43,1112.35,400,1200,346.08,1237.55,289.91,1275.04,232.43,1312.35,600,1200,546.08,1237.55,489.91,1275.04,432.43,1312.35,1200,1200,1146.08,1237.55,1089.91,1275.04,1032.43,1312.35,1400,1200,1346.08,1237.55,1289.91,1275.04,1232.43,1312.35,44062.63,41710.87,38996.63,36547.09,44769.26,41946.88,39944.23,37974.48,41935.05,42743.47,44075.83,45052.35,56113.12,51725.73,50026.37,47411.25,98106.14,89054.69,75938.02,64433.86,41828.28,43688.64,47232.24,47959.16,42984.17,44520.79,50165.58,52372.62,55201.98,53350.84,52243.62,50701.48,49987.63,55354.85,58772.12,59591.96,57143.14,56737.05,58851.25,60035.65,97437.12,88750.8,75848.4,64115.76,54734.41,60433.01,60951.17,60373.08,56851.22,67252.2,75489.11,71489.96,57255.66,61762.75,70794.6,76699.4,97287.84,88909.05,76920.88,64785.87,59517.71,71594.81,83590.11,90603.7,64107.84,68409.36,71089.97,75950.46,97765.84,89843.86,77066.02,66924.05,56736.98,65521.49,78853.6,88757.01,78733.41,72446.18,68778.43,68358.94,97947.37,91155.62,82047.71,75377,76367.97,88005.14,99149.81,100940.96,99033.31,102477.51,101321.02,99474.48,76347.36,87979.04,98504.97,100183.61,98703.8,101356.99,100812.37,98622.8,0.71,6869891.88
200,0,146.11,37.5,89.71,74.88,32.37,112.12,600,0,546.11,37.5,489.71,74.88,432.37,112.12,800,0,746.11,37.5,689.71,74.88,632.37,112.12,1000,0,946.11,37.5,889.71,74.88,832.37,112.12,400,200,346.11,237.5,289.71,274.88,232.37,312.12,600,200,546.11,237.5,489.71,274.88,432.37,312.12,800,200,746.11,237.5,689.71,274.88,632.37,312.12,1200,200,1146.11,237.5,1089.71,274.88,1032.37,312.12,1400,200,1346.11,237.5,1289.71,274.88,1232.37,312.12,200,400,146.11,437.5,89.71,474.88,32.37,512.12,600,400,546.11,437.5,489.71,474.88,432.37,512.12,1200,400,1146.11,437.5,1089.71,474.88,1032.37,512.12,200,600,146.11,637.5,89.71,674.88,32.37,712.12,400,600,346.11,637.5,289.71,674.88,232.37,712.12,1000,600,946.11,637.5,889.71,674.88,832.37,712.12,400,800,346.11,837.5,289.71,874.88,232.37,912.12,800,800,746.11,837.5,689.71,874.88,632.37,912.12,1400,800,1346.11,837.5,1289.71,874.88,1232.37,912.12,400,1000,346.11,1037.5,289.71,1074.88,232.37,1112.12,800,1000,746.11,1037.5,689.71,1074.88,632.37,1112.12,1000,1000,946.11,1037.5,889.71,1074.88,832.37,1112.12,200,1200,146.11,1237.5,89.71,1274.88,32.37,1312.12,600,1200,546.11,1237.5,489.71,1274.88,432.37,1312.12,1200,1200,1146.11,1237.5,1089.71,1274.88,1032.37,1312.12,1400,1200,1346.11,1237.5,1289.71,1274.88,1232.37,1312.12,37039.38,38455.96,38040.06,37603.52,39850.15,40423.41,41043.39,39822.4,46922.01,48567.38,49641.53,47700.88,59364.55,56114.22,56463.1,56499.79,40257.36,43929.22,45512.28,45159.59,46995.15,47814.05,47839.88,46412.14,59664.28,60311,58672.06,57279.19,72289.26,72565.51,70694.57,64558.23,99239.62,100069.32,99380.53,93690.48,44516.42,43448.16,43553.18,44224.05,55327.7,54637.36,55946.85,54592.09,89099.64,85826.04,77864.32,74272.06,45231.61,48450.88,56103.7,61278.31,57590.06,58018.11,55088.48,52160.19,72512.28,73561.05,71914.88,66878.22,67973.69,69847.27,66071.9,63328.56,61835.95,59458.31,60183.92,63078.63,99411.08,99439.29,94831.16,86780.01,77191.23,80613.89,84616.09,88059.96,65373.92,80363.7,94768.69,99939.49,69659.47,72419.33,79640.89,87698.86,96565.66,102462.6,102042.95,99870.03,99458.93,102460.73,101049.98,99669.41,76645.81,87924.9,98755.6,100282.99,98741.41,101359.14,100889.62,98686.87,0.71,6887432.98
600,0,545.99,37.4,489.6,74.85,432.15,112.06,1200,0,1145.99,37.4,1089.6,74.85,1032.15,112.06,1400,0,1345.99,37.4,1289.6,74.85,1232.15,112.06,600,200,545.99,237.4,489.6,274.85,432.15,312.06,1400,200,1345.99,237.4,1289.6,274.85,1232.15,312.06,400,400,345.99,437.4,289.6,474.85,232.15,512.06,600,400,545.99,437.4,489.6,474.85,432.15,512.06,800,400,745.99,437.4,689.6,474.85,632.15,512.06,1200,400,1145.99,437.4,1089.6,474.85,1032.15,512.06,1400,400,1345.99,437.4,1289.6,474.85,1232.15,512.06,200,600,145.99,637.4,89.6,674.85,32.15,712.06,600,600,545.99,637.4,489.6,674.85,432.15,712.06,1200,600,1145.99,637.4,1089.6,674.85,1032.15,712.06,1400,600,1345.99,637.4,1289.6,674.85,1232.15,712.06,400,800,345.99,837.4,289.6,874.85,232.15,912.06,1400,800,1345.99,837.4,1289.6,874.85,1232.15,912.06,200,1000,145.99,1037.4,89.6,1074.85,32.15,1112.06,600,1000,545.99,1037.4,489.6,1074.85,432.15,1112.06,1000,1000,945.99,1037.4,889.6,1074.85,832.15,1112.06,1200,1000,1145.99,1037.4,1089.6,1074.85,1032.15,1112.06,1400,1000,1345.99,1037.4,1289.6,1074.85,1232.15,1112.06,400,1200,345.99,1237.4,289.6,1274.85,232.15,1312.06,800,1200,745.99,1237.4,689.6,1274.85,632.15,1312.06,1000,1200,945.99,1237.4,889.6,1274.85,832.15,1312.06,1200,1200,1145.99,1237.4,1089.6,1274.85,1032.15,1312.06,46467.58,42722.79,38571.71,35927.77,56146.79,54887.4,54778.46,51410.92,97134.59,89087.09,75377.46,62602.35,44690.76,41939.21,40778.46,39622.91,98123.13,89075.59,75857.99,63598.77,40752.61,43696.96,47041.23,47694.61,46167.97,47706.13,48846.13,47484.2,52698.33,55648.6,57324.01,56340.12,57538.32,52979.64,51715.7,49439.55,97955.28,89244.57,76344.44,65248.42,50072.38,52245.25,54865.79,57769.43,57160.52,57810.29,57228.02,56091.16,58357.03,60048.34,62365.68,62499.12,98659.02,90111.9,77964.34,67200.05,57303.18,61426.54,65976.86,68214.62,97918.55,91660.28,82434.32,75316.65,74643.16,78736.21,83299.29,88590.2,65823.08,72855.77,80675.3,87567.12,60918.92,63135.9,67173.39,68137.14,75219.4,78578.69,79574.26,76526.26,99303.69,101600.98,101408.98,99155.14,96169.77,102630.1,101791.49,99771.98,75232.18,88797.31,98789.28,101133.55,76942.02,87996.97,98708.49,100335.03,98702.64,101356.16,101015.79,98951.49,0.73,7082615
600,0,546.06,37.38,489.86,74.8,432.45,112.08,1200,0,1146.06,37.38,1089.86,74.8,1032.45,112.08,1400,0,1346.06,37.38,1289.86,74.8,1232.45,112.08,600,200,546.06,237.38,489.86,274.8,432.45,312.08,800,200,746.06,237.38,689.86,274.8,632.45,312.08,1000,200,946.06,237.38,889.86,274.8,832.45,312.08,1200,200,1146.06,237.38,1089.86,274.8,1032.45,312.08,200,400,146.06,437.38,89.86,474.8,32.45,512.08,400,400,346.06,437.38,289.86,474.8,232.45,512.08,600,400,546.06,437.38,489.86,474.8,432.45,512.08,1000,400,946.06,437.38,889.86,474.8,832.45,512.08,200,600,146.06,637.38,89.86,674.8,32.45,712.08,1000,600,946.06,637.38,889.86,674.8,832.45,712.08,1400,600,1346.06,637.38,1289.86,674.8,1232.45,712.08,200,800,146.06,837.38,89.86,874.8,32.45,912.08,400,800,346.06,837.38,289.86,874.8,232.45,912.08,800,800,746.06,837.38,689.86,874.8,632.45,912.08,1000,800,946.06,837.38,889.86,874.8,832.45,912.08,200,1000,146.06,1037.38,89.86,1074.8,32.45,1112.08,400,1000,346.06,1037.38,289.86,1074.8,232.45,1112.08,200,1200,146.06,1237.38,89.86,1274.8,32.45,1312.08,400,1200,346.06,1237.38,289.86,1274.8,232.45,1312.08,800,1200,746.06,1237.38,689.86,1274.8,632.45,1312.08,1000,1200,946.06,1237.38,889.86,1274.8,832.45,1312.08,1400,1200,1346.06,1237.38,1289.86,1274.8,1232.45,1312.08,43066.33,40439.32,40385.1,39620.28,73592.85,72758.1,70976.04,64826.52,98468.61,99039.47,99132.5,95131.34,44167.83,47191.02,48431.32,46636.71,48062.04,49991.29,53142.26,54604.06,64480,63930.19,61549.09,55372.97,89593.32,86611.29,81180.61,77716,46373.23,46719.9,44066.83,40922.11,49074.45,54877.48,59376.52,57993.92,56350.61,58000.48,58701.56,60362.75,79392.35,74760.33,66105.91,59640.59,53378.75,48468.56,44632.24,43067.98,86103.67,80745.72,72819.86,63250.72,99717.33,100403.75,100350.04,94522.65,50545.72,50647.42,51529.62,51698,70763.11,70657.36,64855.44,61032.33,62560.94,69936.06,72439.09,71724.51,84468.4,84356.34,82110.1,79101.21,59312.88,62133.2,66178.27,68569.89,80735.71,82215.52,78050.24,75161.55,76884.89,89128.35,98810.49,100475.19,96605.38,103056.09,101788.93,100108.81,76745.9,88114.46,97959.37,100817.51,96774.18,102029.51,101331.32,99085.98,98735.6,101222.09,100894.25,98766.57,0.75,7190394.49
50,0,150,0,400,0,300,50,650,50,1050,50,1250,0,1150,150,700,100,1300,150,100,200,1100,150,1350,150,200,300,1300,200,0,250,250,250,1000,250,400,300,600,300,900,300,950,300,1050,250,750,350,850,350,1400,400,1100,400,0,450,100,450,400,450,800,350,1350,450,300,500,550,500,650,450,300,550,500,550,550,600,700,600,800,550,900,550,1300,500,350,650,450,600,650,600,750,600,850,600,1250,600,100,650,50,700,700,700,0,750,200,950,950,750,100,850,150,800,350,900,700,800,50,850,1000,900,1350,850,250,900,650,950,750,900,150,950,300,950,1400,900,0,1000,0,1050,100,1000,150,1000,250,1000,1100,1000,150,1100,250,1200,250,1100,450,1050,550,1050,600,1000,1050,1150,950,1150,1100,1100,1400,1150,0,1200,400,1200,1150,1150,50,1200,300,1250,550,1200,700,1200,1350,1200,200,1250,900,1250,150,1250,900,1300,1000,1250,100,1400,950,1350,1050,1300,400,1400,38452.74,38066.53,47761.67,44097.77,47472.08,61097.66,73887.43,77068.01,52876.47,68623.69,40337.81,71072.37,96139.19,45136.07,86157.2,44629.04,42560.98,65534.26,45418.99,49966.67,73255.98,75468.09,70136.14,58311.2,75888.41,98406.29,79354.45,46043.12,51234.79,46083.83,61774.75,100753.56,48481.49,47189.44,49834.93,54611.7,50791.3,56705.42,56802.99,61119.07,74327.76,96086.72,63339.02,61138.31,52888.33,67478.45,69875.67,86324.64,49129.99,43222.89,62414.16,42386.38,63578.42,71168.32,48234.04,49978.25,72532.1,64090.48,47129.31,69810.35,83010.66,62906.98,73718.57,68644.2,50585.65,79465.1,96757.28,55579.33,63978.08,57523.6,63149.33,73791.68,75132.2,68613.96,84499.25,73738.75,84210.69,82016.52,78412.99,96942.37,79453.59,85568.65,99068.61,78891.3,99540.81,97793.89,80729.12,89800.3,101387.14,90765.94,98506.4,93849.45,72346.45,87812.47,86196.46,86201,98896.93,97797.92,96723.15,97022.08,0.72,6944766.04
125.09,0,201.65,164.11,225.47,50.4,409.42,0,693.54,226.22,754.15,134.42,888.2,57.38,1079.48,0.13,1135.14,0,1404.87,203.48,115.37,394.81,176.29,292.18,187.74,219.45,496.72,150.31,633.01,211.63,781.92,244.73,965.55,207.85,1165.35,278.47,1235.72,277.03,1316.83,174.11,33.48,321.05,158.11,496.58,256.95,360.3,501.77,314.39,717.43,280.13,875.14,181.59,1091.28,319.93,1181.96,332.55,1272.46,212.97,1323.23,315.78,21.47,554.66,172.83,565.2,311.68,554.76,489.37,474.71,654.68,555.03,763.76,478.7,936.51,477.22,1001,493.5,1139.63,498.43,1413.69,486.91,71.64,604.43,221.9,681.31,292.32,720.79,412.22,483.49,598.09,700.7,823.78,846.63,829.71,561.43,1290.78,596.08,1200.26,703.01,1226.48,632.47,58.25,794.3,141.39,783.36,294.38,626.89,451,708.26,774.05,856.87,684.15,755.91,897.29,815.24,1117.26,815.73,1234.01,819.56,1318.2,797.8,145.98,892.54,202.77,804.64,297.45,955.81,485.68,878.23,724.16,861.54,808.27,922.69,984.12,896.37,1053.05,802.15,1301.03,973.82,1401.2,982.17,53.98,1048.2,368.6,1091.77,432.6,1191.06,504.29,1053.37,740.37,1166.78,806.85,1130.27,873.7,1070.48,1065.78,1007.52,1223.25,1045.96,1406.52,1091.87,0,1168.06,195.13,1215.28,307.83,1244.67,566.85,1236.44,675.06,1145.99,781.62,1207.46,1029.03,1104.74,1124.14,1260.99,1304.25,1278.03,1379.75,1291.93,0,1385.99,159.22,1327.91,389.97,1324.42,506.81,1333.18,642.7,1327.22,861.18,1294.15,789.89,1326.32,1045.46,1325.85,1182.57,1329.67,1403.65,1357.14,37007.96,38640.78,42581.36,40340.17,46449.78,48468.47,52252.66,58467.68,64560.37,97636.69,41038.65,40251.15,40422.66,44177.08,43484.79,56523.52,58510.9,66614.02,80449.13,81725.35,40131.73,42544.7,45469.17,48530.8,51859.7,52653.39,67383.96,83083.57,83088.16,87958.79,43785.31,47751.19,51416.8,49909.69,51607.99,53341.68,55766.6,59606.87,66154.52,97629.06,48083.81,54132.94,61674.76,49231.76,51238.7,61428.57,56860.52,89081.7,68199.41,80165.43,61482.72,52910.64,55405.56,60698.88,57987.98,49257.98,67327.72,71601.22,76760.32,84650.76,67338.29,61108.59,63900.09,63760.54,57464.22,68352.3,66002.54,65588.13,80771.07,89740.38,80543.96,74594.53,82258.8,71787.14,73576.99,80821.8,85332.4,76726.09,80401.25,98509.74,90282.07,90757.28,84888.27,87416.94,72630.86,80287.55,76066.64,88018.12,80691.49,82864.8,96580.76,97035.1,96596.56,99872.48,98703.17,98191.1,100660.93,98511.45,98060.56,96682.78,0.71,6820835.97
200,0,145.97,37.51,89.63,75,32.26,112.36,600,0,545.97,37.51,489.63,75,432.26,112.36,1000,0,945.97,37.51,889.63,75,832.26,112.36,1197,0,1197,50,1197,100,1197,150,1250,0,1300,0,1350,0,1400,0,1000,200,945.97,237.51,889.63,275,832.26,312.36,1200,200,1145.97,237.51,1089.63,275,1032.26,312.36,1400,200,1345.97,237.51,1289.63,275,1232.26,312.36,600,400,545.97,437.51,489.63,475,432.26,512.36,1400,400,1345.97,437.51,1289.63,475,1232.26,512.36,400,600,345.97,637.51,289.63,675,232.26,712.36,800,600,745.97,637.51,689.63,675,632.26,712.36,1000,600,945.97,637.51,889.63,675,832.26,712.36,1400,600,1345.97,637.51,1289.63,675,1232.26,712.36,600,800,545.97,837.51,489.63,875,432.26,912.36,800,800,745.97,837.51,689.63,875,632.26,912.36,1400,800,1345.97,837.51,1289.63,875,1232.26,912.36,200,1000,145.97,1037.51,89.63,1075,32.26,1112.36,400,1000,345.97,1037.51,289.63,1075,232.26,1112.36,800,1000,745.97,1037.51,689.63,1075,632.26,1112.36,1400,1000,1345.97,1037.51,1289.63,1075,1232.26,1112.36,200,1200,145.97,1237.51,89.63,1275,32.26,1312.36,400,1200,345.97,1237.51,289.63,1275,232.26,1312.36,600,1200,545.97,1237.51,489.63,1275,432.26,1312.36,800,1200,745.97,1237.51,689.63,1275,632.26,1312.36,43774.87,44654.35,45336.82,45399.98,50321.99,53609.91,52220.39,49592.81,48268.52,46618.45,46604.54,46127.82,53314.01,58522.47,53363.87,53860.74,72574.79,74189.73,81002.43,96778.75,51533.08,57667.74,62156.89,63357.78,58230.28,57810.93,60491.73,62407.32,97756.71,89387.08,76623.38,64900.99,54373.48,52644.42,52878.01,51537.1,98960.88,89433.87,77058.73,64421.43,50488.38,52412.19,53104.42,52949.82,66715.95,70928.69,70697.91,65220.38,72684.8,80525.11,85737.93,90834.26,98462.53,90557.25,77991.56,67747.24,59438.59,60806.98,64185.62,65771.24,92924.38,89880.87,77228.56,68305.45,98037.71,91177.61,81932.79,75258.87,54009.27,57984.02,64511.43,68383.61,66098.76,65830.73,66405.27,67322.61,98602.32,92344.29,82082.73,75836.86,99058.45,101283.56,100499.69,98920.3,74994.58,88804.42,98418.84,101206.64,74664.03,88527.21,99048.79,100623.87,76403.35,88421.14,98838.64,100101.77,99494.03,101886.79,101045.2,99660.31,0.76,7283089.73
400,0,345.95,37.45,289.56,74.91,232.06,112.07,800,0,745.95,37.45,689.56,74.91,632.06,112.07,1000,0,945.95,37.45,889.56,74.91,832.06,112.07,1200,0,1145.95,37.45,1089.56,74.91,1032.06,112.07,1400,0,1345.95,37.45,1289.56,74.91,1232.06,112.07,800,200,745.95,237.45,689.56,274.91,632.06,312.07,1000,200,945.95,237.45,889.56,274.91,832.06,312.07,1400,200,1345.95,237.45,1289.56,274.91,1232.06,312.07,200,600,145.95,637.45,89.56,674.91,32.06,712.07,400,600,345.95,637.45,289.56,674.91,232.06,712.07,1000,600,945.95,637.45,889.56,674.91,832.06,712.07,1200,600,1145.95,637.45,1089.56,674.91,1032.06,712.07,200,800,145.95,837.45,89.56,874.91,32.06,912.07,800,800,745.95,837.45,689.56,874.91,632.06,912.07,1200,800,1145.95,837.45,1089.56,874.91,1032.06,912.07,1400,800,1345.95,837.45,1289.56,874.91,1232.06,912.07,200,1000,145.95,1037.45,89.56,1074.91,32.06,1112.07,400,1000,345.95,1037.45,289.56,1074.91,232.06,1112.07,800,1000,745.95,1037.45,689.56,1074.91,632.06,1112.07,1000,1000,945.95,1037.45,889.56,1074.91,832.06,1112.07,1400,1000,1345.95,1037.45,1289.56,1074.91,1232.06,1112.07,200,1200,145.95,1237.45,89.56,1274.91,32.06,1312.07,400,1200,345.95,1237.45,289.56,1274.91,232.06,1312.07,800,1200,745.95,1237.45,689.56,1274.91,632.06,1312.07,1200,1200,1145.95,1237.45,1089.56,1274.91,1032.06,1312.07,43701.63,46327.26,49720.46,50527.38,44898.74,44098.53,44207.39,42911.2,57895.05,59111.97,57690.58,51862.93,61372,65224.2,72576.65,75292.77,97813.08,91364.8,80172.91,72085.72,50026.75,49134.43,48994.68,48288.69,73895.17,69203.42,60778.37,53317.77,99734.38,100654.43,98150.06,93243.66,48949.34,50937.11,48987.7,46314.17,55924.76,60146.83,62978.85,63839.19,48667.57,53125.78,59716.95,61374.37,72541.32,63672.51,57741.55,55538.52,59960.82,57084.31,52935.22,51796.99,62114.68,60466.49,57518.13,56740.43,63270.58,68389.36,75357.03,77095.39,98073.46,91170.72,82119.79,75565.45,60488.98,62705.3,66712.53,68463.14,81217.07,83034.12,79408.24,75358.15,66238.57,71938.29,75685.8,76061.26,77835.92,79591.96,83711.97,87806.95,99239.78,101582.58,101184.95,99042.95,76418.98,88256.93,98607.49,100757.82,96727.87,102280.31,101912.79,100100.56,97190.83,102365.81,101715.27,99648.02,98747.29,101572.14,101147.28,98890.11,0.75,7218040.4
